Nombre;Altura;Edad;Valor de mercado;Partidos jugados;Goles;Asistencias;Amarillas;Rojas;Nacionalidad_emb_1;Nacionalidad_emb_2;Nacionalidad_emb_3;Nacionalidad_emb_4;Nacionalidad_emb_5;Nacionalidad_emb_6;Nacionalidad_emb_7;Nacionalidad_emb_8;Club_emb_1;Club_emb_2;Club_emb_3;Club_emb_4;Club_emb_5;Club_emb_6;Club_emb_7;Club_emb_8;PosiciÛn_emb_1;PosiciÛn_emb_2;PosiciÛn_emb_3;PosiciÛn_emb_4;PosiciÛn_emb_5;PosiciÛn_emb_6;PosiciÛn_emb_7;PosiciÛn_emb_8;Nacionalidad;Club ;Posicion
Unai Simon;1,9;28;28;16;0;0;0;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;0,077782989;0,059187315;0,009889702;0,038996246;-0,108654581;0,026070384;-0,01020313;-0,117162243;0,093323581;0,080478951;-0,044601846;-0,105046496;0,069780841;0,081347823;-0,007530442;-0,08564724;Espana;Athletic Club;Portero
Alex Iwobi;1,8;29;28;13;1;2;2;0;-0,117315315;-0,019477924;0,05638456;0,048864599;-0,080392458;-0,087196156;-0,06050792;-0,030091936;0,020387594;-0,029309405;0,119028166;0,120226219;-0,121295892;0,030402875;0,07841783;0,046755958;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Nigeria;Fulham FC;Extremo izquierdo
Jack Grealish;1,8;30;28;12;1;4;2;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,089307278;0,014475665;-0,089177817;-0,026328266;0,046936523;0,072923884;0,015667187;0,025103563;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Inglaterra;Everton FC;Extremo izquierdo
Ismael Saibari;1,85;24;27;20;11;2;2;0;-0,121671446;-0,116023652;-0,012787935;-0,0783398;0,062523827;-0,076796614;0,033084381;0,006994453;-0,083136044;0,104787894;-0,080551542;0,042065356;-0,012978138;-0,08519046;-0,040243421;-0,015767474;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Marruecos;PSV Eindhoven;Mediocentro
Frank Anguissa;1,84;30;27;15;4;2;1;0;0,076657198;-0,08177574;-0,084184326;0,033068821;-0,019737676;-0,076266833;0,119229533;-0,065011494;0,025104497;0,003371759;0,01017504;-0,044517815;-0,088343136;-0,027011739;0,051044561;0,108067945;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Cameron;SSC Napoles;Mediocentro
Joachim Andersen;1,92;29;27;10;0;0;0;0;0,023551175;-0,086610831;-0,120499112;0,115082376;0,078658141;-0,086847089;0,044378698;0,001335879;0,020387594;-0,029309405;0,119028166;0,120226219;-0,121295892;0,030402875;0,07841783;0,046755958;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Dinamarca;Fulham FC;Defensa central
Patrik Schick;1,91;29;27;14;7;1;0;0;-0,047696557;-0,104075842;0,10540852;-0,046267278;0,107961297;-0,061492138;0,049687281;0,061466817;0,014909924;-0,107359141;-0,102674298;-0,00124013;0,016684568;-0,071914546;-0,057594374;-0,093278877;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Republica Checa;Bayer Leverkusen;Delantero centro
Carlos Augusto;1,84;26;26;15;1;2;1;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;-0,069649406;0,020569252;-0,011019945;0,086448185;0,050153639;0,05676036;0,019266184;-0,034814984;-0,038706813;0,082722649;0,021574922;0,005219473;0,044569455;0,002511997;0,121739149;0,061536744;Brasil;Inter de Milan;Lateral izquierdo
El Hadji Malick Diouf;1,8;20;25;13;0;3;1;0;0,104406379;6,59E-05;-0,055815984;0,073178098;0,114584059;-0,051550325;0,100963883;0,065697186;0,014332116;-0,117099576;0,106560141;-0,077849038;-0,03732131;0,043442097;-0,009435137;0,017049797;-0,038706813;0,082722649;0,021574922;0,005219473;0,044569455;0,002511997;0,121739149;0,061536744;Senegal;West Ham United;Lateral izquierdo
Giovanni Leoni;1,93;18;25;1;0;0;0;0;-0,070087455;0,086913362;0,043283574;0,092748255;0,085460514;0,093211621;-0,045291722;-0,00876025;-0,09028963;0,117033444;0,096519969;0,071010381;-0,084167235;0,07214126;0,052050684;0,064132676;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Italia;Liverpool FC;Defensa central
Charalampos Kostoulas;1,87;18;25;10;2;0;1;0;0,075248383;0,061881263;0,064953357;-0,037517842;0,120199412;-0,092804052;-0,088617891;-0,029861912;0,00343602;0,060059864;0,096675947;-0,012602294;0,055346847;-0,073613517;-0,008479889;0,099257879;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Grecia;Brighton;Delantero centro
Wesley;1,83;22;25;15;1;0;4;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;-0,009571058;-0,034415841;0,122070998;-0,00379724;0,075012825;-0,093587138;-0,028899116;-0,070448712;0,029065797;-0,058358915;0,106612936;-0,119788006;0,084394656;0,035337035;-0,060063813;0,052847728;Brasil;AS Roma;Lateral derecho
Chris Rigg;1,75;18;25;15;3;3;1;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,000712244;0,082694679;0,01906581;-0,11182867;-0,098601602;0,081339553;-0,046586826;0,078219078;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416;Inglaterra;Sunderland AFC;Mediocentro ofensivo
Jean Matteo Bahoya;1,8;20;25;18;3;5;0;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;-0,038085304;0,042216364;0,037943125;0,088019282;-0,028539799;0,108911075;0,095910594;-0,120805584;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Francia;Eintracht Frankfurt;Extremo izquierdo
Patrick Dorgu;1,82;21;25;11;0;1;4;0;0,023551175;-0,086610831;-0,120499112;0,115082376;0,078658141;-0,086847089;0,044378698;0,001335879;0,027283248;-0,100400135;-0,033273615;0,036728553;0,067628078;-0,030931495;-0,11711961;0,054781374;-0,038706813;0,082722649;0,021574922;0,005219473;0,044569455;0,002511997;0,121739149;0,061536744;Dinamarca;Manchester United;Lateral izquierdo
Senny Mayulu;1,78;19;25;15;2;1;1;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;0,053153802;0,023098467;-0,038857467;0,107157461;0,120843783;0,047108799;-0,034235161;-0,00145015;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Francia;PSG;Mediocentro
Lucas Beraldo;1,86;21;25;8;1;0;0;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;0,053153802;0,023098467;-0,038857467;0,107157461;0,120843783;0,047108799;-0,034235161;-0,00145015;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Brasil;PSG;Defensa central
Alex Scott;1,78;22;25;12;1;0;1;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,059457745;-0,090179548;0,050502762;0,055724271;0,126208872;-0,055905778;-0,015982896;-0,092736579;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Inglaterra;AFC Bournemouth;Mediocentro
Javi Guerra;1,8;22;25;13;0;2;2;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;0,088482015;-0,020138333;0,099548928;-0,118309073;-0,100546107;-0,083457157;-0,049640797;0,061529618;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Espana;Valencia CF;Mediocentro
Renato Veiga;1,9;22;25;15;1;0;3;0;0,094597615;-0,079555579;0,014744219;0,079444386;-0,033918057;-0,077495568;-0,002692658;-0,106440246;-0,111534819;-0,010652932;0,101729132;0,098299079;-0,089638792;-0,046918262;0,040235106;-0,120882951;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Portugal;Villarreal CF;Defensa central
Luiz Henrique;1,82;24;25;18;1;2;1;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;0,050370917;0,093033582;0,122215711;-0,090825059;-0,112529472;0,073014073;0,117709875;0,043650195;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Brasil;Zenit;Extremo derecho
Pietro Comuzzo;1,88;20;25;13;0;0;1;0;-0,070087455;0,086913362;0,043283574;0,092748255;0,085460514;0,093211621;-0,045291722;-0,00876025;-0,079352163;-0,025099222;-0,091824986;-0,036718916;0,013221201;0,118694969;0,117255121;-0,082813583;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Italia;Fiorentina;Defensa central
Rodrigo Muniz;1,83;24;25;9;1;1;1;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;0,020387594;-0,029309405;0,119028166;0,120226219;-0,121295892;0,030402875;0,07841783;0,046755958;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Brasil;Fulham FC;Delantero centro
Alberto Moleiro;1,67;22;25;16;4;2;2;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;-0,111534819;-0,010652932;0,101729132;0,098299079;-0,089638792;-0,046918262;0,040235106;-0,120882951;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Espana;Villarreal CF;Extremo izquierdo
Tyrick Mitchell;1,74;26;25;15;1;0;2;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,0492731;-0,079972073;0,107039653;-0,025023852;0,111330867;-0,067949563;-0,099752568;0,083477311;-0,038706813;0,082722649;0,021574922;0,005219473;0,044569455;0,002511997;0,121739149;0,061536744;Inglaterra;Crystal Palace;Lateral izquierdo
Loic Bade;1,91;25;25;14;0;0;3;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;0,014909924;-0,107359141;-0,102674298;-0,00124013;0,016684568;-0,071914546;-0,057594374;-0,093278877;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Francia;Bayer Leverkusen;Defensa central
Luis Henrique;1,8;23;25;8;0;0;0;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;-0,069649406;0,020569252;-0,011019945;0,086448185;0,050153639;0,05676036;0,019266184;-0,034814984;0,017680855;-0,073243722;-0,097688317;0,015628574;0,080919124;0,069317237;-0,112062551;0,107116312;Brasil;Inter de Milan;Interior derecho
Johnny Cardoso;1,85;24;25;3;0;0;2;0;-0,010227161;-0,109749995;-0,063007258;0,117230244;-0,021892484;0,036331289;0,114234693;0,110479884;-0,05408144;-0,015183867;0,01830525;-0,031488448;-0,086804241;-0,098341905;-0,112865217;-0,076127492;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Estados Unidos;Atletico de Madrid;Mediocentro
Tolu Arokodare;1,97;24;25;14;3;0;0;0;-0,117315315;-0,019477924;0,05638456;0,048864599;-0,080392458;-0,087196156;-0,06050792;-0,030091936;-0,008568488;0,035756052;-0,075108059;0,022847077;-0,08666604;-0,109379224;-0,072892621;-0,113279171;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Nigeria;Wolverhampton;Delantero centro
Konstantinos Koulierakis;1,88;21;25;11;0;0;1;0;0,075248383;0,061881263;0,064953357;-0,037517842;0,120199412;-0,092804052;-0,088617891;-0,029861912;0,031886235;-0,048269723;0,089335337;0,009040167;0,045038346;-0,034704935;-0,021411447;0,095308356;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Grecia;Wolfsburgo;Defensa central
Equi Fernandez;1,78;23;25;8;0;0;1;0;-0,10625907;0,03760311;-0,056812607;-0,060988799;0,046214957;0,065771557;0,09844967;-0,074539743;0,014909924;-0,107359141;-0,102674298;-0,00124013;0,016684568;-0,071914546;-0,057594374;-0,093278877;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Argentina;Bayer Leverkusen;Pivote
Simon Adingra;1,75;23;25;7;0;1;1;0;-0,066164918;0,085928261;-0,069988996;0,028101388;-0,065104641;0,075750813;0,054929648;0,030766457;0,000712244;0,082694679;0,01906581;-0,11182867;-0,098601602;0,081339553;-0,046586826;0,078219078;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Costa de Marfil;Sunderland AFC;Extremo izquierdo
Evan Ferguson;1,83;21;25;10;0;1;1;0;-0,016238047;-0,076176703;0,037479714;-0,004793616;0,059169363;-0,02912272;-0,051414669;0,028199106;-0,009571058;-0,034415841;0,122070998;-0,00379724;0,075012825;-0,093587138;-0,028899116;-0,070448712;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Irlanda;AS Roma;Delantero centro
Odilon Kossounou;1,91;24;25;12;0;0;1;0;-0,066164918;0,085928261;-0,069988996;0,028101388;-0,065104641;0,075750813;0,054929648;0,030766457;-0,028887864;-0,122786947;0,073539637;-0,046462215;-0,014804218;0,123038486;-0,026876908;-0,061669301;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Costa de Marfil;Atalanta;Defensa central
Keane LewisPotter;1,7;24;25;10;1;2;1;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,033841476;0,008046925;0,010261002;0,070680536;-0,107258677;0,006350275;0,08785677;0,026545836;0,104045562;-0,036163095;-0,049590293;0,111667097;0,026461693;0,077636704;-0,11765565;0,119440757;Inglaterra;Brentford FC;Interior izquierdo
Kaishu Sano;1,76;24;25;22;1;6;0;0;0,099176884;0,104774587;-0,118423827;0,035096727;0,125299647;-0,097371705;-0,084704988;-0,099274479;0,016851874;-0,053153094;0,031766016;0,070858456;-0,050723076;-0,120075919;0,020026499;-0,08413513;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Japon;Mainz 05;Pivote
JeanClair Todibo;1,9;25;25;7;0;0;1;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;0,014332116;-0,117099576;0,106560141;-0,077849038;-0,03732131;0,043442097;-0,009435137;0,017049797;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Francia;West Ham United;Defensa central
James McAtee;1,8;23;25;6;0;0;0;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,02313358;-0,055052746;-0,080458038;-0,044632349;0,054380458;-0,046810113;0,10588143;0,017973691;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416;Inglaterra;Nottingham Forest;Mediocentro ofensivo
Thiago Almada;1,71;24;25;10;2;1;0;0;-0,10625907;0,03760311;-0,056812607;-0,060988799;0,046214957;0,065771557;0,09844967;-0,074539743;-0,05408144;-0,015183867;0,01830525;-0,031488448;-0,086804241;-0,098341905;-0,112865217;-0,076127492;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Argentina;Atletico de Madrid;Extremo izquierdo
Radu Dragusin;1,91;23;25;0;0;0;0;0;-0,034990545;0,09767773;0,117120951;-0,019781491;-0,064624831;-0,059179392;-0,060406771;-0,12057101;-0,020995656;0,081839457;0,125685945;-0,051477801;-0,006212149;-0,07246431;0,049674053;0,032495394;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Rumania;Tottenham Hotspur;Defensa central
Joan Garcia;1,92;24;25;7;0;0;0;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;0,015848098;-0,026410157;0,000425417;-0,122277759;0,034241427;-0,059823867;0,014465211;-0,020497192;0,093323581;0,080478951;-0,044601846;-0,105046496;0,069780841;0,081347823;-0,007530442;-0,08564724;Espana;FC Barcelona;Portero
Emmanuel Emegha;1,95;22;25;8;6;2;3;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;-0,017371057;0,101168774;0,046583716;-0,100563556;-0,049064439;-0,031005297;0,061296549;-0,010918396;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Paises Bajos;Racing Estrasburgo;Delantero centro
Kangin Lee;1,73;24;25;21;1;5;3;0;0,118725203;-0,094724827;-0,066913359;0,117069542;-0,111982621;0,047333337;0,008788399;0,083239429;0,053153802;0,023098467;-0,038857467;0,107157461;0,120843783;0,047108799;-0,034235161;-0,00145015;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416;Corea del Sur;PSG;Mediocentro ofensivo
Santiago Gimenez;1,82;24;25;15;2;2;1;0;-0,005428826;0,031422429;-0,040602371;0,076302946;0,051997595;0,097087957;0,032343026;0,101247862;0,115612671;-0,076692834;-0,116889097;0,125054792;0,044108413;0,064411983;0,080097876;-0,036474191;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Mexico;AC Milan;Delantero centro
Baris Alper Yilmaz;1,85;25;25;14;3;4;1;0;-0,051776182;0,088101126;-0,077325046;0,060995255;-0,101748295;0,024314163;-0,059879653;-0,054608732;0,102266297;-0,057607267;-0,012122612;0,015154932;-0,000798335;0,013641773;0,078174472;-0,001922205;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Turquia;Galatasaray;Extremo izquierdo
Sepp van den Berg;1,92;23;25;14;0;0;0;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;-0,033841476;0,008046925;0,010261002;0,070680536;-0,107258677;0,006350275;0,08785677;0,026545836;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Paises Bajos;Brentford FC;Defensa central
Maximilian Kilman;1,94;28;25;12;0;0;3;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,014332116;-0,117099576;0,106560141;-0,077849038;-0,03732131;0,043442097;-0,009435137;0,017049797;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Inglaterra;West Ham United;Defensa central
Taty Castellanos;1,78;27;25;6;2;3;2;0;-0,10625907;0,03760311;-0,056812607;-0,060988799;0,046214957;0,065771557;0,09844967;-0,074539743;0,018647518;0,081231177;0,072058454;-0,108918697;-0,055390265;-0,102416366;0,00161336;0,115195312;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Argentina;SS Lazio;Delantero centro
Jamie Leweling;1,84;24;25;16;1;4;3;0;0,08640074;0,073262207;0,119738005;0,119977802;0,099477038;-0,088858768;-0,112221435;-0,007820635;0,025867913;0,05226358;0,021254856;0,05631835;0,056160819;0,076191537;-0,039861429;-0,057761088;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Alemania;Stuttgart;Extremo derecho
Eduard Spertsyan;1,77;25;25;21;7;11;3;0;-0,026567401;-0,060174681;0,108045325;0,055066012;0,05466691;0,115276285;-0,10452348;0,064808719;0,009760469;0,053686071;-0,063660778;-0,02462934;0,101873107;-0,053822156;-0,094221324;0,114936545;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416;Armenia;FK Krasnodar;Mediocentro ofensivo
Edon Zhegrova;1,81;26;25;5;0;0;0;0;-0,019626858;0,013059844;-0,037066024;0,106838711;0,049159326;-0,124429263;0,078361183;-0,084400386;0,099411055;-0,062767781;0,106107742;0,068139531;-0,081188984;0,048641305;0,070241161;-0,094398037;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Kosovo;Juventus;Extremo derecho
Daniel Munoz;1,75;29;25;20;2;2;3;0;-0,101398528;-0,040565688;0,125420004;0,067545205;-0,018382985;-0,110430285;0,038913731;-0,086026125;0,0492731;-0,079972073;0,107039653;-0,025023852;0,111330867;-0,067949563;-0,099752568;0,083477311;0,029065797;-0,058358915;0,106612936;-0,119788006;0,084394656;0,035337035;-0,060063813;0,052847728;Colombia;Crystal Palace;Lateral derecho
Pape Gueye;1,89;26;25;17;2;1;7;0;0,104406379;6,59E-05;-0,055815984;0,073178098;0,114584059;-0,051550325;0,100963883;0,065697186;-0,111534819;-0,010652932;0,101729132;0,098299079;-0,089638792;-0,046918262;0,040235106;-0,120882951;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Senegal;Villarreal CF;Pivote
Ian Maatsen;1,67;23;25;12;1;0;1;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;-0,103992268;0,076159328;-0,057120427;-0,038145397;0,116729438;0,010006492;0,094286263;-0,077734984;-0,038706813;0,082722649;0,021574922;0,005219473;0,044569455;0,002511997;0,121739149;0,061536744;Paises Bajos;Aston Villa;Lateral izquierdo
Wesley Fofana;1,9;24;25;7;0;1;0;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;-0,088644914;-0,032202657;0,063807413;-0,044403527;-0,11665424;0,047444902;0,061930876;-0,081325889;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Francia;Chelsea FC;Defensa central
Kiernan DewsburyHall;1,78;27;25;11;1;2;5;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,089307278;0,014475665;-0,089177817;-0,026328266;0,046936523;0,072923884;0,015667187;0,025103563;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Inglaterra;Everton FC;Mediocentro
Facundo Medina;1,84;26;25;4;0;0;1;0;-0,10625907;0,03760311;-0,056812607;-0,060988799;0,046214957;0,065771557;0,09844967;-0,074539743;-0,024460331;-0,086124852;-0,051679838;0,064858042;-0,03567851;-0,047058549;0,020330876;-0,034940701;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Argentina;Marseille;Defensa central
Samuele Ricci;1,74;24;25;10;1;1;1;0;-0,070087455;0,086913362;0,043283574;0,092748255;0,085460514;0,093211621;-0,045291722;-0,00876025;0,115612671;-0,076692834;-0,116889097;0,125054792;0,044108413;0,064411983;0,080097876;-0,036474191;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Italia;AC Milan;Pivote
Eric Garcia;1,82;24;25;16;1;0;0;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;0,015848098;-0,026410157;0,000425417;-0,122277759;0,034241427;-0,059823867;0,014465211;-0,020497192;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Espana;FC Barcelona;Defensa central
Marco Carnesecchi;1,91;25;25;15;0;0;0;0;-0,070087455;0,086913362;0,043283574;0,092748255;0,085460514;0,093211621;-0,045291722;-0,00876025;-0,028887864;-0,122786947;0,073539637;-0,046462215;-0,014804218;0,123038486;-0,026876908;-0,061669301;0,093323581;0,080478951;-0,044601846;-0,105046496;0,069780841;0,081347823;-0,007530442;-0,08564724;Italia;Atalanta;Portero
Jakub Kiwior;1,89;25;25;11;0;1;0;0;0,056415662;-0,031914562;-0,001457267;0,031778596;0,061868239;-0,001157984;-0,078311056;-0,116459534;0,030786812;0,08869765;0,074218817;-0,069187522;-0,064327009;-0,083601221;-0,096710578;0,103452057;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Polonia;FC Porto;Defensa central
Matty Cash;1,85;28;25;15;2;0;4;0;0,056415662;-0,031914562;-0,001457267;0,031778596;0,061868239;-0,001157984;-0,078311056;-0,116459534;-0,103992268;0,076159328;-0,057120427;-0,038145397;0,116729438;0,010006492;0,094286263;-0,077734984;0,029065797;-0,058358915;0,106612936;-0,119788006;0,084394656;0,035337035;-0,060063813;0,052847728;Polonia;Aston Villa;Lateral derecho
Mats Wieffer;1,9;26;25;10;0;2;3;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;0,00343602;0,060059864;0,096675947;-0,012602294;0,055346847;-0,073613517;-0,008479889;0,099257879;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Paises Bajos;Brighton;Pivote
Jhon Lucuma;1,87;27;25;18;2;0;3;0;-0,101398528;-0,040565688;0,125420004;0,067545205;-0,018382985;-0,110430285;0,038913731;-0,086026125;0,091276102;-0,072741017;0,104046933;-0,08886002;0,042857617;0,120582186;-0,096320145;-0,125126272;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Colombia;Bolonia;Defensa central
Joey Veerman;1,85;27;25;16;5;7;4;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;-0,083136044;0,104787894;-0,080551542;0,042065356;-0,012978138;-0,08519046;-0,040243421;-0,015767474;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Paises Bajos;PSV Eindhoven;Mediocentro
Giacomo Raspadori;1,72;25;25;9;1;1;0;0;-0,070087455;0,086913362;0,043283574;0,092748255;0,085460514;0,093211621;-0,045291722;-0,00876025;-0,05408144;-0,015183867;0,01830525;-0,031488448;-0,086804241;-0,098341905;-0,112865217;-0,076127492;-0,081291385;-0,003017529;-0,03269184;0,008079275;-0,043843683;-0,006094508;-0,007260463;0,009320841;Italia;Atletico de Madrid;Mediapunta
Vitaliy Mykolenko;1,8;26;25;10;0;0;1;0;-0,099967182;-0,096912734;0,038299121;-0,031735584;-0,085857943;-0,101816297;0,105597176;0,024063805;-0,089307278;0,014475665;-0,089177817;-0,026328266;0,046936523;0,072923884;0,015667187;0,025103563;-0,038706813;0,082722649;0,021574922;0,005219473;0,044569455;0,002511997;0,121739149;0,061536744;Ucrania;Everton FC;Lateral izquierdo
